16441,250021,QQ3（运动版）
16442,250022,A19
16443,250023,开瑞（优优二代）
16444,250024,艾瑞泽7
16445,250025,瑞虎5
16446,250026,瑞虎5（改装版）
16447,250027,风云
16448,250028,东方之子Cross
16449,250029,瑞虎5（CVT家悦版）
16450,250030,开瑞优翼
16451,250031,瑞虎3
16452,250032,QQme
16453,250033,威麟V5
16454,250034,开瑞_优雅2代
16455,250035,瑞麒G3
16456,250036,瑞麒G5
16457,250037,瑞麒G6
16458,250038,瑞麒M5
16459,250039,艾瑞泽M7
16461,260001,海域
16462,260002,海尚
16464,270001,利亚纳
16465,270002,北斗星1
16466,270003,北斗星2
16467,270004,北斗星
16468,270005,北斗星X5
16469,270006,吉姆尼
16470,270007,天语SX4
16471,270008,奥拓
16472,270009,羚羊
16473,270010,雨燕
16474,270011,天语尚悦
16475,270012,锋驭
16476,270013,浪迪
16477,270014,启悦
16478,270015,超级维特拉
16480,280001,宇通客车
16481,280002,宇通客车2
16482,280003,宇通客车4
16483,280004,宇通客车5
16484,280005,宇通客车6
16485,280006,宇通客车7
16486,280007,宇通客车8
16487,280008,客车9
16488,280009,校车（ZK6559DX）
16489,280010,客车10
16490,280011,客车11
16491,280012,客车12
16492,280013,客车（ZK6115HT1Z）
16493,280014,客车（ZK6118H）
16494,280015,客车（ZK6120CHEVNPG21）
16495,280016,客车（ZK6122HQ）
16496,280017,客车（ZK6127HS）
16497,280018,客车（ZK6139HW）
16498,280019,客车（ZK6180HGC）
16499,280020,客车（ZK6908H）
16501,290001,金龙客车6
16502,290002,金龙客车
16503,290003,轻型客车
16504,290004,客车2
16505,290005,客车（XMQ6129Y5）
16506,290006,客车（XMQ6116G8）
16507,290007,混合动力城市客车（XMQ6106AGHEV6）金龙
16508,290008,客车（KLQ6100G）
16509,290009,客车（KLQ6601AE3）
16510,290010,客车（KLQ6601E1D）
16511,290011,客车（KLQ6791）
16512,290012,客车（KLQ6966E3）
16513,290013,客车（XMQ6122F1W）
16514,290014,客车（XMQ6122Y）
16515,290015,客车（XMQ6125AYD3C）
16516,290016,客车（XMQ6798）
16517,290017,客车（XMQ6830HB）
16518,290018,客车（XMQ6858）
16519,290019,客车（XMQ6900AGN4）
16521,300001,中意
16522,300002,小霸王
16523,300003,松花江V
16524,300004,民意
16525,300005,赛豹
16526,300006,赛马
16527,300007,赛马改装
16528,300008,路宝
16529,300009,骏意
16530,300010,黑豹1027系列
16531,300011,黑豹1030系列
16532,300012,黑豹480
16533,300013,路尊大霸王
16535,310001,全球鹰GX7
16536,310002,全球鹰熊猫
16537,310003,全球鹰自由舰
16538,310004,全球鹰远景
16539,310005,帝豪EC7
16540,310006,帝豪EC8
16541,310007,英伦SC7
16542,310008,英伦金刚
16543,310009,英伦金鹰or英伦金刚
16544,310010,豪情203A
16545,310011,帝豪EC7RV
16546,310012,SC3
16547,310013,全球鹰
16548,310014,远景
16549,310015,帝豪
16550,310016,优利欧（幸福版1.0L基本型）
16551,310017,豪情
16552,310018,金刚
16553,310019,优利欧（幸福版1.3L舒适型）
16554,310020,SX7
16555,310021,SC5_RV
16556,310022,全球鹰GX2
16557,310023,英伦SC6
16558,310024,美人豹
16560,320001,B级
16561,320002,C级
16562,320003,E级
16563,320004,GL350
16564,320005,GLK级
16565,320006,GLK级300
16566,320007,GL级
16567,320008,GL级350
16568,320009,M级
16569,320010,M级4
16570,320011,R级
16571,320012,SLK级
16572,320013,S级
16573,320014,S级320
16574,320015,唯雅诺
16575,320016,威霆
16576,320017,E260L
16577,320018,Smart
16578,320019,CLS级
16579,320020,E级（进口）
16580,320021,E级（coupe）
16581,320022,A级
16582,320023,C180（经典型）
16583,320024,E级CGI
16584,320025,C级（进口_C200K
16585,320026,GLA
16586,320027,GLK级（进口）
16591,360001,1系
16592,360002,3系
16593,360003,3系（320Li）
16594,360004,5系
16595,360005,5系（528i）
16596,360006,5系GT
16597,360007,7系
16598,360008,X1
16599,360009,X3
16600,360010,X5
16601,360011,X6
16602,360012,X5（3.0i）
16603,360013,1系（130i）
16604,360014,3系（进口）
16605,360015,3系GT
16606,360016,M4
16607,360017,M6
16608,360018,Z4（sDrive35is）
16610,370001,中华
16611,370002,中华H230
16612,370003,中华H330
16613,370004,中华H530
16614,370005,中华V5
16615,370006,中华尊驰
16616,370007,中华酷宝
16617,370008,中华骏捷
16618,370009,中华骏捷Cross
16619,370010,中华骏捷FRV
16620,370011,中华骏捷FSV
16621,370012,H220
16622,370013,中华V3
16624,380001,昊锐
16625,380002,明锐
16626,380003,晶锐
16627,380004,昕动
16628,380005,Yeti
16629,380006,Yeti（进口）
16630,380007,速派
16633,400001,CS6
16634,400002,飞扬皮卡
16635,400003,飞铃皮卡
16636,400004,黑金刚or奇兵
16637,400005,黑金刚
16638,400006,飞腾
16640,410001,众泰2008
16641,410002,众泰5008
16642,410003,江南TT
16643,410004,Z300
16644,410005,云100
16645,410006,T600
16647,420001,320
16648,420002,520
16649,420003,620
16650,420004,丰顺
16651,420005,X60
16652,420006,兴顺
16653,420007,720
16655,430001,萨普（四驱征服者）
16656,430002,萨普（开拓者）
16657,430003,萨普T
16658,430004,蒙派克E
16659,430005,风景
16660,430006,风景长轴版
16661,430007,福田货车1
16662,430008,厢式运输
16663,430009,奥铃TX
16664,430010,时代
16665,430011,时代1
16666,430012,时代2
16667,430013,时代3
16668,430014,时代4
16669,430015,时代9
16670,430016,时代（厢式）1
16671,430017,时代（厢式）2
16672,430018,时代H2
16673,430019,时代K1
16674,430020,时代领航1
16675,430021,时代驭菱
16676,430022,时代驭菱（轻卡）
16677,430023,欧曼ETX5系
16678,430024,欧曼ETX重卡
16679,430025,欧曼ETX9系
16680,430026,载货汽车
16681,430027,福田时代1
16682,430028,福田时代2
16683,430029,迷笛
16684,430030,时代赛锐2600
16685,430031,瑞沃190Y（自卸车）
16686,430032,欧曼（GTL6系）
16687,430033,时代6
16688,430034,混合动力城市客车
16689,430035,客车1
16690,430036,客车4
16691,430037,客车（BJ6120U8LJB）
16692,430038,客车（BJ6126U8MJB）
16693,430039,客车（BJ6129UKBKB）
16694,430040,客车（BJ6800U6AFB）
16695,430041,客车（BJ6852C6MFB）
16696,430042,五星（全封闭农用三轮车）
16697,430043,拓陆者
16698,430044,时代5
16699,430045,蒙派克
16701,440001,EX
16702,440002,FX
16703,440003,G系
16704,440004,JX
16705,440005,M系
16706,440006,QX
16707,440007,G35
16708,440008,JX35
16709,440009,Q50
16710,440010,Q50L
16712,450001,CT
16713,450002,ES
16714,450003,GX
16715,450004,LX570
16716,450005,RX
16717,450006,IS
16718,450007,GS
16719,450008,ES300h
16720,450009,GS300
16721,450010,LS
16722,450011,LS460L
16723,450012,NX（全驱K锋尚版）
16724,450013,RX（典雅版）
16725,450014,RX（豪华版）
16727,460001,傲虎
16728,460002,力狮
16729,460003,斯巴鲁XV
16730,460004,森林人
16731,460005,驰鹏
16732,460006,翼豹
16734,470001,科雷傲
16735,470002,风朗
16736,470003,塔利斯曼
16737,470004,梅甘娜（CCK2.0）
16738,470005,梅甘娜（SEDANK2.0K4AT）
16739,470006,风景
16741,480001,S60orV60
16742,480002,S80L
16743,480003,XC60
16744,480004,XC90
16745,480005,S80
16746,480006,S60L
16747,480007,V40
16748,480008,XC60（进口）
16749,480009,C30
16750,480010,C70
16751,480011,S40
16753,490001,同悦
16754,490002,和悦
16755,490003,和悦RS
16756,490004,宾悦
16757,490005,星锐
16758,490006,瑞风
16759,490007,瑞风M5
16760,490008,瑞风S5
16761,490009,瑞鹰
16762,490010,好运
16763,490011,骏铃or威铃or好运
16764,490012,帅铃
16765,490013,康铃or江淮or好运
16766,490014,格尔发
16767,490015,格尔发H系列
16768,490016,格尔发重卡
16769,490017,翼开启厢式运输车
16770,490018,骏铃or帅铃Ⅱ
16771,490019,威铃or骏铃4100or帅铃
16772,490020,星吧客车
16773,490021,城市客车1
16774,490022,城市客车2
16775,490023,瑞风S3
16776,490024,合客城市客车（HK6105HGQ）
16777,490025,悦悦
16778,490026,康铃K280（120马力）
16779,490027,客车（HFC6108H）
16780,490028,客车（HFC6108H4）
16781,490029,客车（HK6867H）
16782,490030,星运（HFC6108H）
16783,490031,瑞铃
16784,490032,骏铃W系
16785,490033,鼎力（自卸汽车）
16786,490034,鼎力490
16787,490035,鼎力7108
16789,500001,客车（KLQ6770G）
16790,500002,客车（KLQ6122D）
16791,500003,客车（KLQ6608&6728）
16792,500004,客车（KLQ6108G）
16793,500005,客车3
16794,500006,客车（KLQ6122HA）
16795,500007,客车（KLQ6125BW）
16796,500008,客车（KLQ6125HTAE41）
16797,500009,客车（KLQ6759ACE4）
16798,500010,客车（KLQ6798Q）
16799,500011,客车（轻型KLQ6590E4D1）
16800,500012,多用途货车（KLQ1030E44）
16802,510001,海狮
16803,510002,客车1
16804,510003,雪狐
16805,510004,客车（XML6103J23）
16806,510005,客车（XML6106E）
16807,510006,客车（XML6122JHEV85C）
16808,510007,客车（XML6127E2）
16809,510008,客车（XML6129E1A）
16810,510009,客车（XML6775J18C）
16811,510010,客车（XML6796E3G）
16813,520001,大切诺基
16814,520002,大切诺基（进口）
16815,520003,指南者
16816,520004,指挥官
16817,520005,自由客
16818,520006,北京Jeep
16819,520007,大切诺基（进口）导航版
16820,520008,牧马人
16822,530001,MG3（手动舒适版）
16823,530002,MG6
16824,530003,MG5
16825,530004,MG7
16826,530005,MG3
16827,530006,3SW
16829,540001,V80
16830,540002,伊思坦纳
16831,540003,G10
16833,550001,奥丁
16834,550002,帅客
16836,560001,景逸
16837,560002,菱智
16838,560003,菱智M5
16839,560004,景逸X5
16841,570001,威虎G3
16842,570002,威虎TUV
16843,570003,旗舰A9
16845,580001,世纪
16847,590001,皮卡T系列
16848,590002,100P
16849,590003,五十铃货车2
16850,590004,厢式货车
16851,590005,五十铃货车3
16852,590006,NHR_54ELW
16853,590007,天马风锐
16855,600001,宝迪
16856,600002,得意
16857,600003,都灵or欧霸
16859,610001,卡宴
16860,610002,Panamera
16861,610003,911
16862,610004,Cayman
16864,620001,300C
16865,620002,铂锐
16866,620003,大捷龙
16867,620004,300C（进口）
16868,620005,大捷龙（进口）
16870,630001,SLS赛威
16871,630002,SRX
16872,630003,凯迪拉克CTS
16873,630004,凯雷德ESCALADE
16874,630005,XTS
16875,630006,ATS_L
16876,630007,ATS（进口）
16877,630008,CTS（基本型进口）
16878,630009,CTS（进口）
16879,630010,XTS（海外）
16880,630011,帝威
16882,640001,E系
16883,640002,路霸
16884,640003,威旺205
16885,640004,威旺306
16886,640005,旗铃
16887,640006,旗龙
16888,640007,威旺M20
16889,640008,绅宝D50
16890,640009,幻速S3
16891,640010,幻速S2
16892,640011,绅宝D70（政务版）
16894,650001,圣达菲
16895,650002,特拉卡
16897,660001,享御
16898,660002,柯兰多
16900,670001,客车9
16901,670002,黄海客车6
16902,670003,傲骏1
16903,670004,大柴神
16904,670005,小柴神
16905,670006,挑战者SUV
16906,670007,旗胜CUV
16907,670008,旗胜V3
16908,670009,曙光骄子
16909,670010,翱龙CUV
16910,670011,面包车1
16911,670012,客车10
16912,670013,客车11
16913,670014,客车12
16914,670015,客车（DD5040XXYDM）
16915,670016,客车（DD6119K30）
16916,670017,客车（DD6821G01）
16918,680001,B50
16919,680002,B70
16920,680003,X80
16922,690001,630
16923,690002,730
16925,700001,中通客车1
16926,700002,领秀LCK6935H
16927,700003,凯旋
16928,700004,风采
16930,710001,欧陆
16932,720001,传祺GA5
16933,720002,传祺GS5
16934,720003,吉奥（星旺）
16935,720004,传祺ga3
16936,720005,日野700系列重卡
16937,720006,奥轩G5
16939,730001,五十铃皮卡
16941,740001,捷豹XF
16942,740002,捷豹XJ
16943,740003,F_PACE
16945,750001,福瑞达
16946,750002,爱迪尔（Ⅱ型）
16948,760001,宝典
16949,760002,驭胜
16950,760003,凯悦
16951,760004,江铃货车
16952,760005,凯运
16953,760006,江铃货车2
16954,760007,域虎
16955,760008,凯威N900
16956,760009,驭胜S350
16957,760010,宝威
16958,760011,新顺达（109马力）
16960,770001,普力马
16961,770002,海福星
16962,770003,海马M3
16963,770004,海马S7
16964,770005,海骑士
16965,770006,福仕达（鸿达）
16966,770007,福美来
16967,770008,丘比特
16968,770009,欢动
16969,770010,S5
16970,770011,骑士
16972,780001,经典全顺
16974,790001,大七SUV
16975,790002,纳智捷5（Sedan）
16976,790003,优6
16977,790004,大7SUV
16978,790005,大7MPV（旗舰型）
16979,790006,大7SUV（锋芒限量版）
16981,800001,350（迅智版）
16982,800002,350
16983,800003,550
16984,800004,750
16985,800005,950
16986,800006,W5
16987,800007,550（自动启臻版）
16989,810001,竞速
16990,810002,竟悦
16991,810003,莲花L3
16992,810004,莲花L5
16994,820001,菲翔
16995,820002,西耶那
16996,820003,博悦
16997,820004,派力奥（厚道版）
16998,820005,派朗
16999,820006,致悦
17000,820007,领雅（活力版）
17002,830001,MDX
17003,830002,RDX
17004,830003,TSX（基本型）
17006,840001,三一货车1
17008,850001,货车2
17009,850002,成都王牌
17010,850003,斯太尔王重卡
17011,850004,神风
17012,850005,豪沃
17013,850006,王牌7系
17014,850007,HOWO（T7H重卡）
17015,850008,黄河中卡
17016,850009,豪瀚J5G（310马力牵引车）
17017,850010,金王子
17019,860001,低速货车
17020,860002,自卸低速货车
17022,870001,好运来
17023,870002,福运来
17024,870003,奥峰
